0,0,0,0,0,2,0,2,0,0,3,0,7,5,6,1,5,0,0,2,0,0,0,0,1,0,7,6,1,1,0,1,2,1,3,4,11,2,0,10,3,1,0,0,2,22,15,28,8,12,8,5,4,1,7,5,5,4,13,1,0,1,0,0,1,2,2,3,1,1,0,4,0,1,0,7,0,1,0,1,0,27,0,2,1,1,0,18,4,5,5,0,15,0,0,1,0,28,5,27,55,64,2,4,7,53,7,24,20,16,15,24,14,5,57,56,31,17,3,2,34,16,0,1,2,1,2,1,0,0,0,0,2,3,0,4,0,0,2,0,12,0,2,0,0,1,1,0,0,0,0,4,2,0,1,1,0,0,1,6,1,4,0,1,0,0,0,0,6,2,0,0,2,1,0,1,0,2,1,1,0,1,1,3,0,0,2,0,1,0,0,9,3,0,0,0,1,12,1,0
0,2,0,0,3,5,0,4,0,0,5,0,6,8,5,2,2,2,0,2,0,0,15,0,0,1,20,12,0,1,2,1,0,2,0,6,0,3,0,0,15,13,0,3,2,5,24,22,6,20,16,17,7,8,17,14,9,19,3,1,0,0,4,3,2,1,1,2,1,1,2,2,0,0,0,6,1,0,0,2,2,1,2,1,0,0,1,1,7,31,2,0,19,0,1,8,2,21,5,20,47,61,11,4,5,66,5,3,12,9,28,16,20,5,48,49,24,10,8,1,5,5,2,0,0,3,2,1,0,0,0,0,0,1,0,4,1,1,1,0,16,0,3,0,0,2,0,1,4,0,1,2,2,1,1,0,0,0,4,3,1,0,0,3,0,0,0,0,6,1,0,0,0,0,12,0,0,2,4,4,0,2,2,1,3,0,1,0,2,0,0,9,1,0,0,2,3,13,3,0
0,0,0,0,0,7,0,3,1,0,1,0,8,7,4,0,0,0,0,2,0,0,8,0,0,0,5,2,0,1,0,1,1,7,1,5,0,0,2,0,6,3,4,2,4,13,35,36,8,5,9,6,11,6,5,1,3,2,8,2,0,1,0,0,2,2,1,4,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,2,11,6,0,10,0,0,3,0,18,2,36,54,69,8,12,7,63,13,15,19,10,22,15,9,2,55,59,35,8,14,4,10,3,4,0,0,0,2,1,0,0,0,0,0,2,1,3,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,17,1,5,0,1,0,0,5,3,12,0,0,1,0,0,0,0,3,0,0,1,0,0,3,0,0,2,1,8,0,9,4,0,2,0,3,1,1,0,0,8,2,1,0,0,0,10,0,4
0,0,0,0,0,2,0,2,0,0,3,0,7,5,6,1,5,0,0,2,0,0,0,0,1,0,7,6,1,1,0,1,2,1,3,4,11,2,0,10,3,1,0,0,2,22,15,28,8,12,8,5,4,1,7,5,5,4,13,1,0,1,0,0,1,2,2,3,1,1,0,4,0,1,0,7,0,1,0,1,0,27,0,2,1,1,0,18,4,5,5,0,15,0,0,1,0,28,5,27,55,64,2,4,7,53,7,24,20,16,15,24,14,5,57,56,31,17,3,2,34,16,0,1,2,1,2,1,0,0,0,0,2,3,0,4,0,0,2,0,12,0,2,0,0,1,1,0,0,0,0,4,2,0,1,1,0,0,1,6,1,4,0,1,0,0,0,0,6,2,0,0,2,1,0,1,0,2,1,1,0,1,1,3,0,0,2,0,1,0,0,9,3,0,0,0,1,12,1,0
0,2,0,0,3,5,0,4,0,0,5,0,6,8,5,2,2,2,0,2,0,0,15,0,0,1,20,12,0,1,2,1,0,2,0,6,0,3,0,0,15,13,0,3,2,5,24,22,6,20,16,17,7,8,17,14,9,19,3,1,0,0,4,3,2,1,1,2,1,1,2,2,0,0,0,6,1,0,0,2,2,1,2,1,0,0,1,1,7,31,2,0,19,0,1,8,2,21,5,20,47,61,11,4,5,66,5,3,12,9,28,16,20,5,48,49,24,10,8,1,5,5,2,0,0,3,2,1,0,0,0,0,0,1,0,4,1,1,1,0,16,0,3,0,0,2,0,1,4,0,1,2,2,1,1,0,0,0,4,3,1,0,0,3,0,0,0,0,6,1,0,0,0,0,12,0,0,2,4,4,0,2,2,1,3,0,1,0,2,0,0,9,1,0,0,2,3,13,3,0
0,0,0,0,0,7,0,3,1,0,1,0,8,7,4,0,0,0,0,2,0,0,8,0,0,0,5,2,0,1,0,1,1,7,1,5,0,0,2,0,6,3,4,2,4,13,35,36,8,5,9,6,11,6,5,1,3,2,8,2,0,1,0,0,2,2,1,4,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,2,11,6,0,10,0,0,3,0,18,2,36,54,69,8,12,7,63,13,15,19,10,22,15,9,2,55,59,35,8,14,4,10,3,4,0,0,0,2,1,0,0,0,0,0,2,1,3,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,17,1,5,0,1,0,0,5,3,12,0,0,1,0,0,0,0,3,0,0,1,0,0,3,0,0,2,1,8,0,9,4,0,2,0,3,1,1,0,0,8,2,1,0,0,0,10,0,4
0,1,0,0,2,0,0,2,0,0,5,0,3,2,0,1,0,0,0,1,0,0,4,0,0,0,1,7,0,0,0,1,1,2,0,2,0,0,2,0,0,0,0,2,2,12,44,44,15,15,9,19,2,10,16,6,15,6,3,3,0,1,5,0,0,2,1,3,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,8,2,0,2,0,0,0,0,15,3,42,29,64,22,7,5,48,2,4,20,22,46,26,14,5,35,42,40,1,11,2,1,2,3,0,0,0,2,1,0,0,0,0,0,2,2,0,3,0,1,1,1,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,0,4,1,3,0,1,1,0,0,0,1,0,1,0,0,4,0,2,0,0,0,7,0,0
0,0,0,0,0,2,0,2,0,0,3,0,7,5,6,1,5,0,0,2,0,0,0,0,1,0,7,6,1,1,0,1,2,1,3,4,11,2,0,10,3,1,0,0,2,22,15,28,8,12,8,5,4,1,7,5,5,4,13,1,0,1,0,0,1,2,2,3,1,1,0,4,0,1,0,7,0,1,0,1,0,27,0,2,1,1,0,18,4,5,5,0,15,0,0,1,0,28,5,27,55,64,2,4,7,53,7,24,20,16,15,24,14,5,57,56,31,17,3,2,34,16,0,1,2,1,2,1,0,0,0,0,2,3,0,4,0,0,2,0,12,0,2,0,0,1,1,0,0,0,0,4,2,0,1,1,0,0,1,6,1,4,0,1,0,0,0,0,6,2,0,0,2,1,0,1,0,2,1,1,0,1,1,3,0,0,2,0,1,0,0,9,3,0,0,0,1,12,1,0
0,2,0,0,3,5,0,4,0,0,5,0,6,8,5,2,2,2,0,2,0,0,15,0,0,1,20,12,0,1,2,1,0,2,0,6,0,3,0,0,15,13,0,3,2,5,24,22,6,20,16,17,7,8,17,14,9,19,3,1,0,0,4,3,2,1,1,2,1,1,2,2,0,0,0,6,1,0,0,2,2,1,2,1,0,0,1,1,7,31,2,0,19,0,1,8,2,21,5,20,47,61,11,4,5,66,5,3,12,9,28,16,20,5,48,49,24,10,8,1,5,5,2,0,0,3,2,1,0,0,0,0,0,1,0,4,1,1,1,0,16,0,3,0,0,2,0,1,4,0,1,2,2,1,1,0,0,0,4,3,1,0,0,3,0,0,0,0,6,1,0,0,0,0,12,0,0,2,4,4,0,2,2,1,3,0,1,0,2,0,0,9,1,0,0,2,3,13,3,0
0,0,0,0,0,7,0,3,1,0,1,0,8,7,4,0,0,0,0,2,0,0,8,0,0,0,5,2,0,1,0,1,1,7,1,5,0,0,2,0,6,3,4,2,4,13,35,36,8,5,9,6,11,6,5,1,3,2,8,2,0,1,0,0,2,2,1,4,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,2,11,6,0,10,0,0,3,0,18,2,36,54,69,8,12,7,63,13,15,19,10,22,15,9,2,55,59,35,8,14,4,10,3,4,0,0,0,2,1,0,0,0,0,0,2,1,3,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,17,1,5,0,1,0,0,5,3,12,0,0,1,0,0,0,0,3,0,0,1,0,0,3,0,0,2,1,8,0,9,4,0,2,0,3,1,1,0,0,8,2,1,0,0,0,10,0,4
